|TrainingName|TotalCost
1594|an introduction to communication skills (2)|0.0
1595|tools for communication & creative thinking (bono)|0.0
1596|mediation and conflict resolution skills |0.0
1597|tools for communication & creative thinking (bono)|0.0
1598|introduction to it service management (itsm) - the itil v2 & v3 frameworks|0.0
1599|microsoft sharepoint server 2007|0.0
1600| an introduction to communication skills (1)  |0.0
1601|an introduction to communication skills (2)|0.0
1602|tools for communication & creative thinking (bono)|0.0
1603|mediation and conflict resolution skills |0.0
1604|introduction to it service management (itsm) - the itil v2 & v3 frameworks|0.0
1605|dimensional modeling in depth|4629.33
1606|dimensional modeling in depth|4476.92
1607|dimensional modeling in depth|4337.92
1608|informatica powercenter 8.6/9.0 level i developer (4 days)|0.0
1609|english : intensive morning module|1650.0
1610|bi-day|0.0
1611|data warehouse lifecycle in depth |0.0
1612|presentation skills|0.0
1613|presentation skills|0.0
1614|ict consultancy skills|500.0
1615|preparation exam 70-452 - pro: designing a business intelligence infrastructure using microsoft sql server 2008 |2272.0
1616|preparation exam 70-452 - pro: designing a business intelligence infrastructure using microsoft sql server 2008 |250.0
1617|bi - day|353.31
1618|mtcs ssis certification 70-448|265.0
1619|data quality : caring about a neat business|125.0
1620|sap partner summer school|0.0
1621|boc325 - crystal reports: report desing ii|550.0
1622|business managment (cergeco) at ichec school|795.0
1623|presentation skills|250.0
1624|bi day|350.0
1625|sas forum belux 2010|400.0
1626|data warehousing concepts|750.0
1627|presentation skills|0.0
1628|presentations skills in english|0.0
1629|presentations skills in english|0.0
1630|presentation skills|0.0
1631|presentation skills|0.0
1632|it consultancy skills in english|500.0
1633|it consultancy skills|0.0
1634|it consultancy skills in english|0.0
1635|presentations skills in english|0.0
1636|presentations skills in english|0.0
1637|data warehousing concepts training|0.0
1638|data warehousing concepts training|0.0
1639|data warehouse training|0.0
1640|data warehouse training|0.0
1641|it consultancy skills in english|0.0
1642|presentations skills in english|0.0
1643|presentations skills in english|0.0
1644|it consultancy skills |0.0
1645|presentations skills in english|0.0
1646|presentations skills in english|0.0
1647|beheer microsoft sql server 2008|0.0
1648|it consultancy skills in english|0.0
1649|tools for communication & creative thinking (bono)|0.0
1650|mediation and conflict resolution skills|0.0
1651|tools for communication & creative thinking (bono)|0.0
1652|overview of sas business intelligence and data integration |250.0
1653|mediation and conflict resolution skills|0.0
1654|negociation and sales skills|0.0
1655|mediation and conflict resolution skills|16.3
1656|microsoft sql server 2008 - implementing business solutions with mdx |0.0
1657|data modeling basics|1246.25
1658|advanced data modeling|1646.25
1659|overview of sas bi & di|250.0
1660|tools for communication & creative thinking (bono)|0.0
1661|negotiation and sales skills|0.0
1662|it consultancy skills in english|0.0
1663|bo xi designer|0.0
1664|bo xi reporting|0.0
1665|bo xi reporting|0.0
1666|sap bo xi designer|0.0
1667|sap business objects xi reporting |0.0
1668|sap business object xi designer|0.0
1669|data modeling basics with steve hoberman|1495.0
1670|advanced data modeling |1845.0
1671|sas overview of di and bi studio|250.0
1672|presentation skills|0.0
1673|presentation skills in english|0.0
1674|it consultancy skills in english|0.0
1675|mcts 70-432 sql server 2008 implementation and maintenance|46.16
1676|implementing and managing windows server 2008 clustering |1950.0
1677|basic statistics using sas entreprise guide|375.0
1678|basic statistics using sas enterprise guide |375.0
1679|ibm information on demand 2010|250.0
1680|sap bo xi designer|0.0
1681|it consultancy skills in english|500.0
1682|it consultancy skills|500.0
1683|certification: ts: sql server 2008 business intelligence development & maintenance (070-448)|140.0
1684|sap business objects xi -designer|0.0
1685|leidinggeven aan virtuele of verspreide teams|250.0
1686|onderhandelen en samenwerken in ict-teams|250.0
1687|sas partner quick start training 26 & 27 october |500.0
1688|peoplemanagement voor ict-medewerkers |500.0
1689|communication et relations humaines dans les projets informatiques|0.0
1690|oracle business intelligence 11g launch|250.0
1691|les compétences du consultant en informatique|0.0
1692|les compétences du consultant en informatique|0.0
1693|ibm cognos tm1 (9.5) training|0.0
1694|business management|500.0
1695|microsoft ssis exam|140.0
1696|sas di|0.0
1697|datawarehousing general training|0.0
1698|cognos 8 (connection, query & analysis studio, report studio, framework manager)|0.0
1699|introduction to cognos 8 (connection, query & analysis studio, report studio, framework manager)|0.0
1700|introduction to cognos 8 (connection, query & analysis studio, report studio, framework manager)|0.0
1701|introduction to cognos 8 (connection, query & analysis studio, report studio, framework manager)|0.0
1702|introduction to cognos 8 (connection, query & analysis studio, report studio, framework manager)|750.0
1703|microsoft sql server 2008, business intelligence development and maintenance (self study)|0.0
1704|microsoft sql server 2008, business intelligence development and maintenance (self study)|0.0
1705|microsoft sql server 2008, business intelligence development and maintenance (self study)|0.0
1706|level i: informatica certified administratorfollowing tests:- architecture & administration- advanced administrationin english|289.94
1707|oracle 10g : maitriser les bases|0.0
1708|sas-partner quick start training|500.0
1709|sap businessobjects web intelligence xi 3.x|400.0
1710|data modeling basics with steve hoberman |1321.25
1711|advanced data modeling with steve hoberman |0.0
1712|cognos performance 2010|250.0
1713|sap businessobjects integration kit for sap business warehouse (bw) bo100 v093|4100.0
1714|selfstudy microsoft ssas and ssis|750.0
1715|mcts self-paced training kit (exam 70-433)|44.02
1716|bo desktop intelligence|250.0
1717|bo designer|250.0
1718|sap business objects designer xi|250.0
1719|bo webi training|250.0
1720|bo - web intelligence xi|0.0
1721|bo - designer xi|0.0
1722|web intelligence xir 3 level 1|0.0
1723|ibm cognos performance 2010 event|250.0
1724|sql server day 2010|250.0
1725|sas programming 2|2350.0
1726|microsoft ssis exam|265.0
1727|cognos performance 2010 event|250.0
1728|ibm cognos tm1 master course (v9.5.1)|0.0
1729|presentation skills (sin25)|250.0
1730|di studio traning|0.0
1731|designing, tuning, and maintaining sas olap cubes  |1760.0
1732|training ibm cognos bi - what''s new for the field in 10|3200.0
1733|sql server day 2010|250.0
1734|microsoft 070-448: ms sql server 2008, business intelligence dev & maintenance|265.0
1735|technical fundamentals on sharepoint 2010 |600.0
1736|self study:certification mssql development and maintenance|0.0
1737|informatica powercenter|2400.0
1738|informatica powercenter|2400.0
1739|designing, tuning, and maintaining sas olap cubes |1615.0
1740|introductie in de bankwereld voor ict-ers|0.0
1741|powercenter 8.5+ administrator|4018.0
1742|translation bnp fortis test strategy document for samuel de clerck|0.0
1743|word 2007: inleiding|525.0
1744|excel inleiding|525.0
1745|excel 2007: functies & formules|525.0
1746|powerpoint 2007 |470.0
1747|sas di upgrade training|410.0
1748|sas di upgrade training|440.0
1749|espagnol - uf03|105.69
1750|dimensional modeling in depth @ boston|0.0
1751|self study certification 70-448|500.0
1752|sas fm 5.2 upgrade training|0.0
1753|what's new in sas 9.2 data integration|0.0
1754|sas programming 2: data manipulation techniques|2350.0
1755|sas macro language 1: essentials|1070.0
1756|ibm cognos tm1 master course (v9.5.1)|5180.44
1757|etl architecture in depth|4367.0
1758|info sphere mdm bootcamp|1000.0
1759|anglais - intensif matin|400.0
1760|business objects - web intelligence certification|400.0
1761|book: mcts self-paced training kit (exam 70-448): microsoft sql server 2008 - business intelligence development and maintenance book/cd package |34.0
1762|self-study for microsoft exam (exam 70-448)|125.0
1763|self-study for microsoft exam (exam 70-448)|125.0
1764|kimball university: dimensional modeling in depth|4244.84
1765|self-study for exam/certification 70-432|750.0
1766|usqlis - microsoft sql server integration services|0.0
1767|recap fm training materials|250.0
1768|peoplemanagement voor ict-medewerkers|500.0
1769|dimensional modeling in depth (kimball university stockholm se)|3985.5
1770|dimensional modeling in depth - by margy ross & ralph kimballmarch 22-25|4029.35
1771|informatica certification|225.0
1772|dimensional modeling in depth (by margy ross & ralph kimball)|0.0
1773|train the trainer: giving trainings with result (ovt06)|0.0
1774|c_bodi_20sap certified application associate - sap businessobjects data integrator xi r2|400.0
1775|web intelligence xi v3: creating documents with business objects |56.08
1776|preparation of microsoft certif 70-448|750.0
1777|consultingvaardigheden voor ict-ers(cefora - leuven)|0.0
1778|le langage sql (at cefora watermael-boitsfort)|0.0
1779|etl architecture in depth.|4367.0
1780|creating business intelligence for your organization|2150.0
1781|certified business intelligence professional (cbip) - course|2180.0
1782|anglais - intensif matin|400.0
1783|tm1 training|5245.0
1784|self-study for exam/certification 70-433|125.0
1785|certification exam: 07-433 sql server 2008 database development|265.0
1786|ibm cognos 8 bi metrics manager|2625.0
1787|creating business intelligence for your organization|1943.0
1788|presentation skills in an ict-environment - first day|0.0
1789|presentation skills in an ict-environment - second day|0.0
1790|c_bowi_30sap certified application associate - sap businessobjects web intelligence xi 3.x|400.0
1791|windows server 2008 r2|0.0
1792|etl architecture in depth17 - 20 may 2011, london : www.q4k.com|4367.0
1793|boc335 rd310e08 - crystal reports 2008: report design iii - report processing strategies|550.0
1794|business intelligence with sql server 2008 (m6234-6235-6236)|3099.0
1795|les compétences du consultant en informatique|250.0
1796|les compétences du consultant en informatique|250.0
1797|sas certficiation prep guide - base programming|94.0
1798|sql for bi reporting and analysis|1388.2
1799|néerlandais - cll brussels city - intensif soir pro|428.0
1800|(sin56/inf71) communication et relations humaines dans les projets informatiques |500.0
1801|book about vba -mastering vba for microsoft office 2007richard mansfieldjohn wiley & sons ltd (24 avril 2008)isbn-10: 0470279591|36.0
1802|sas entreprise guide 1 : querying and reporting|1070.0
1803|sas entreprise guide: anova, regression and logistic regression|1550.0
1804|sas entreprise guide 2 : advanced querying and reporting|1070.0
1805|expert cube development with microsoft sql server 2008 analysis services|39.74
1806|vba sous access (buf41)|250.0
1807|vba sous access (buf41)|250.0
1808|vba sous access (buf41)|250.0
1809|sas fm|2250.0
1810|kimble course : dimensional modeling in depth|4630.0
1811|sas platform administrator fast track |2325.0
1812|business development- special topics opleiding instimahttp://www.instima.be/nl/topics_development.aspx|1535.0
1813|informatica powercenter ? level i developer training|1500.0
1814|sql|0.0
1815|databases|0.0
1816|consultancy skills part 1|0.0
1817|consultancy skills part 2|0.0
1818|presentation skills (sin25)|250.0
1819|1z0-007 oracle certification practice products|17.89
1820|oracle certification program online electronic exam evoucherexam 1z0-007 : introduction to oracle9i: sql |100.0
1821|sas programming: data manipulation techniques|800.0
1822|business empowermen|375.0
1823|isbn : 978-0-7356-2636-2microsoft sql server 2008 - self paced training kit mcts exam 70-448 + cd|50.0
1824|exam 70-448: ts: microsoft sql server 2008, business intelligence development and maintenance|119.0
1825|questions and answers of 1z0-007 exam which are designed to cover the knowledge points of the introduction to oracle9l|65.1
1826|sas programming: essentials|750.0
1827|sas financial management ? fast track |2250.0
1828|examination microsoft 70-448|244.0
1829|sas financial management: financial & operational planning, financial reporting |2250.0
1830|cof02: guide des techniques comptables|250.0
1831|bicc|0.0
1832|book:corporate information factory|38.64
1833|book:the data warehouse etl toolkit|42.28
1834|book: business intelligence roadmap|45.7
1835|book: effective project management: traditional, agile, extreme|35.24
1836|qlikview|1000.0
1837|sas financial management ? fast track |2250.0
1838|overtuig uw (project)medewerkers, collega''s of klanten (inf22)|500.0
1839|sas data integration studio: fast track   |0.0
1840|pro exam ( 70-452 pro: designing a bi infrastructure )|140.0
